"Stn Code","Sampling Date","State","City/Town/Village/Area","Location of Monitoring Station","Agency","Type of Location","SO2","NO2","RSPM/PM10","PM 2.5"
77,01-03-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,16,31,109,NA
77,01-06-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,30,134,NA
77,17-01-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,16,30,171,NA
77,27-01-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,11,28,129,NA
77,29-01-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,30,144,NA
77,30-01-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,29,160,NA
77,02-03-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,29,247,NA
77,02-10-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,12,28,49,NA
77,14-02-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,17,30,110,NA
77,17-02-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,29,211,NA
77,19-02-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,29,182,NA
77,21-02-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,29,58,NA
77,03-03-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,30,94,NA
77,03-05-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,16,29,170,NA
77,03-10-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,17,30,195,NA
77,03-11-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,12,30,49,NA
77,03-12-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,29,125,NA
77,14-03-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,29,166,NA
77,17-03-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,29,192,NA
77,18-03-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,29,47,NA
77,19-03-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,29,328,NA
77,21-03-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,17,31,257,NA
77,23-03-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,17,31,56,NA
77,24-03-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,16,30,133,NA
77,25-03-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,16,29,162,NA
77,26-03-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,16,31,256,NA
77,27-03-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,19,33,58,NA
77,28-03-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,20,32,194,NA
77,04-07-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,16,31,211,NA
77,15-04-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,18,31,161,NA
77,23-04-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,17,31,256,NA
77,25-04-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,18,32,247,NA
77,28-04-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,29,220,NA
77,05-05-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,31,225,NA
77,05-12-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,30,232,NA
77,16-05-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,14,30,184,NA
77,21-05-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,14,29,206,NA
77,24-05-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,30,178,NA
77,27-05-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,29,136,NA
77,31-05-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,30,150,NA
77,06-03-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,30,251,NA
77,06-07-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,11,29,249,NA
77,06-10-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,28,144,NA
77,13-06-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,29,143,NA
77,17-06-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,29,123,NA
77,21-06-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,30,239,NA
77,24-06-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,14,28,242,NA
77,26-06-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,28,252,NA
77,28-06-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,12,29,174,NA
77,07-02-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,29,173,NA
77,07-04-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,14,30,161,NA
77,07-07-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,28,130,NA
77,07-10-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,12,29,107,NA
77,14-07-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,12,28,123,NA
77,18-07-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,14,30,149,NA
77,23-07-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,12,30,68,NA
77,25-07-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,12,28,115,NA
77,08-04-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,12,28,91,NA
77,08-07-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,14,30,172,NA
77,08-11-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,29,178,NA
77,13-08-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,16,30,181,NA
77,19-08-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,16,32,321,NA
77,27-08-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,29,30,99,NA
77,09-02-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,14,31,177,NA
77,09-04-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,16,30,173,NA
77,09-05-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,14,30,236,NA
77,09-08-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,28,476,NA
77,09-12-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,30,155,NA
77,19-09-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,14,30,232,NA
77,23-09-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,30,233,NA
77,27-09-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,31,296,NA
77,30-09-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,16,31,456,NA
77,10-10-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,31,390,NA
77,14-10-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,31,638,NA
77,16-10-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,32,464,NA
77,22-10-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,18,35,408,NA
77,23-10-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,17,34,359,NA
77,24-10-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,12,27,229,NA
77,25-10-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,11,27,114,NA
77,31-10-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,16,49,464,NA
77,11-06-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,62,335,NA
77,11-11-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,57,298,NA
77,13-11-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,14,68,239,NA
77,15-11-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,62,356,NA
77,18-11-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,61,313,NA
77,20-11-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,14,52,354,NA
77,22-11-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,58,362,NA
77,25-11-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,32,46,360,NA
77,27-11-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,14,60,425,NA
77,29-11-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,54,367,NA
77,12-04-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13,33,597,NA
77,12-06-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,14,33,349,NA
77,12-12-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,32,282,NA
77,16-12-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15,27,340,NA
77,18-12-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,11,21,288,NA
77,20-12-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,11,25,278,NA
77,23-12-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,11,24,415,NA
77,27-12-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,11,24,370,NA
77,30-12-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,7,28,497,NA
78,01-02-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,30,157,NA
78,01-06-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,28,165,NA
78,01-08-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,29,155,NA
78,16-01-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,30,164,NA
78,20-01-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,30,215,NA
78,22-01-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,30,289,NA
78,24-01-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,29,280,NA
78,27-01-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,30,195,NA
78,29-01-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",16,30,365,NA
78,02-03-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,30,259,NA
78,02-05-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,29,337,NA
78,02-10-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12,28,224,NA
78,02-12-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,30,193,NA
78,17-02-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,29,278,NA
78,21-02-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,29,331,NA
78,24-02-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12,29,229,NA
78,03-03-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12,28,238,NA
78,03-05-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,29,282,NA
78,03-10-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,30,314,NA
78,03-12-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,30,320,NA
78,14-03-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",16,30,289,NA
78,17-03-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,29,186,NA
78,21-03-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,29,218,NA
78,24-03-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,29,227,NA
78,26-03-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",16,31,191,NA
78,28-03-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",18,32,373,NA
78,04-02-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",17,32,309,NA
78,04-04-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",17,33,303,NA
78,04-07-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,30,226,NA
78,15-04-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,31,255,NA
78,21-04-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",16,31,229,NA
78,23-04-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",17,31,227,NA
78,25-04-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,31,227,NA
78,29-04-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,31,277,NA
78,05-06-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,30,199,NA
78,05-08-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,30,198,NA
78,05-12-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,28,206,NA
78,14-05-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,30,97,NA
78,16-05-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",16,31,229,NA
78,21-05-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,29,133,NA
78,23-05-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,29,137,NA
78,26-05-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,28,182,NA
78,28-05-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",16,29,202,NA
78,06-03-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,30,144,NA
78,06-07-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12,28,495,NA
78,06-11-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,30,236,NA
78,13-06-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,30,241,NA
78,19-06-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,30,207,NA
78,21-06-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,30,209,NA
78,24-06-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,30,189,NA
78,26-06-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,30,169,NA
78,28-06-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,29,231,NA
78,07-01-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",16,31,166,NA
78,07-04-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,30,147,NA
78,07-08-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",16,31,200,NA
78,07-10-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",16,30,149,NA
78,14-07-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",16,30,180,NA
78,18-07-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,30,188,NA
78,21-07-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,31,160,NA
78,23-07-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,29,386,NA
78,25-07-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,29,182,NA
78,28-07-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,30,156,NA
78,08-01-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,30,197,NA
78,08-04-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,30,153,NA
78,08-06-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,29,184,NA
78,08-11-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,27,174,NA
78,13-08-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12,28,125,NA
78,18-08-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,30,131,NA
78,20-08-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,29,224,NA
78,22-08-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,28,151,NA
78,25-08-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,30,206,NA
78,09-02-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",16,31,166,NA
78,09-04-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,29,229,NA
78,09-06-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13,31,210,NA
78,09-10-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,29,151,NA
78,09-12-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",16,31,347,NA
78,16-09-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",16,30,106,NA
78,20-09-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,29,132,NA
78,23-09-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,29,91,NA
78,26-09-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,32,191,NA
78,30-09-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,30,108,NA
78,10-10-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15,31,229,NA
78,14-10-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",16,31,160,NA
78,16-10-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,30,440,NA
78,18-10-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14,32,230,NA
78,22-10-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",19,33,384,NA
