Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
676,2014-01-01,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",11.0,22.0,38.0,
406,2014-01-01,Karnataka,Bangalore,"Victoria Hospital, Bangalore",Karnataka State Pollution Control Board,Sensitive Area,13.0,29.0,117.0,
405,2014-01-01,Karnataka,Bangalore,"Peenya Industrial Area, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15.0,29.0,132.0,
460,2014-01-01,Karnataka,Belgaum,"Karnataka SPCB Office Building, Belgaum",Karnataka State Pollution Control Board,Industrial Area,2.0,14.0,61.0,
488,2014-01-02,Karnataka,Mangalore,"Stides Premises, Baikampady Industrial Area, Mangalore",Karnataka State Pollution Control Board,Industrial Area,8.0,9.0,43.0,
460,2014-01-02,Karnataka,Belgaum,"Karnataka SPCB Office Building, Belgaum",Karnataka State Pollution Control Board,Industrial Area,2.0,13.0,111.0,
488,2014-01-03,Karnataka,Mangalore,"Stides Premises, Baikampady Industrial Area, Mangalore",Karnataka State Pollution Control Board,Industrial Area,6.0,5.0,30.0,
683,2014-01-04,Karnataka,Kolar,"KSPCB Office Premises, Kolar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,12.0,39.0,
676,2014-01-04,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",11.0,24.0,52.0,
432,2014-01-04,Karnataka,Dharwad,"Lakkamanahalli Industrial Area, Dharwar",Karnataka State Pollution Control Board,Industrial Area,5.0,22.0,104.0,
680,2014-01-04,Karnataka,Shimoga,"The VISL, Oxygen Plant, Shimoga",Karnataka State Pollution Control Board,Industrial Area,4.0,6.0,34.0,
674,2014-01-04,Karnataka,Davangere,"Mothi Talkies P.B. Road, Devengere",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",7.0,10.0,189.0,
673,2014-01-04,Karnataka,Davangere,"KSPCB Office Premises, Devengere",Karnataka State Pollution Control Board,Industrial Area,3.0,6.0,65.0,
431,2014-01-05,Karnataka,Hubli,"Rani Chennamma Circle, Hubli",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",4.0,24.0,137.0,
488,2014-01-07,Karnataka,Mangalore,"Stides Premises, Baikampady Industrial Area, Mangalore",Karnataka State Pollution Control Board,Industrial Area,3.0,5.0,17.0,
683,2014-01-07,Karnataka,Kolar,"KSPCB Office Premises, Kolar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",7.0,13.0,117.0,
405,2014-01-07,Karnataka,Bangalore,"Peenya Industrial Area, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15.0,32.0,157.0,
78,2014-01-07,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",16.0,31.0,166.0,
432,2014-01-07,Karnataka,Dharwad,"Lakkamanahalli Industrial Area, Dharwar",Karnataka State Pollution Control Board,Industrial Area,5.0,18.0,55.0,
328,2014-01-07,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,11.0,22.0,67.0,
457,2014-01-07,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13.0,29.0,80.0,
674,2014-01-07,Karnataka,Davangere,"Mothi Talkies P.B. Road, Devengere",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,9.0,140.0,
676,2014-01-07,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12.0,22.0,35.0,
683,2014-01-08,Karnataka,Kolar,"KSPCB Office Premises, Kolar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,12.0,47.0,
405,2014-01-08,Karnataka,Bangalore,"Peenya Industrial Area, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15.0,30.0,77.0,
457,2014-01-08,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",10.0,28.0,40.0,
488,2014-01-08,Karnataka,Mangalore,"Stides Premises, Baikampady Industrial Area, Mangalore",Karnataka State Pollution Control Board,Industrial Area,8.0,8.0,23.0,
328,2014-01-08,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,11.0,22.0,26.0,
78,2014-01-08,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15.0,30.0,197.0,
679,2014-01-09,Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",2.0,5.0,16.0,
458,2014-01-09,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,19.0,24.0,
460,2014-01-09,Karnataka,Belgaum,"Karnataka SPCB Office Building, Belgaum",Karnataka State Pollution Control Board,Industrial Area,2.0,6.0,,
680,2014-01-09,Karnataka,Shimoga,"The VISL, Oxygen Plant, Shimoga",Karnataka State Pollution Control Board,Industrial Area,4.0,7.0,21.0,
431,2014-01-09,Karnataka,Hubli,"Rani Chennamma Circle, Hubli",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,11.0,66.0,
673,2014-01-09,Karnataka,Davangere,"KSPCB Office Premises, Devengere",Karnataka State Pollution Control Board,Industrial Area,2.0,5.0,21.0,
488,2014-01-11,Karnataka,Mangalore,"Stides Premises, Baikampady Industrial Area, Mangalore",Karnataka State Pollution Control Board,Industrial Area,11.0,10.0,43.0,
676,2014-01-11,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",11.0,22.0,29.0,
460,2014-01-11,Karnataka,Belgaum,"Karnataka SPCB Office Building, Belgaum",Karnataka State Pollution Control Board,Industrial Area,2.0,5.0,,
328,2014-01-12,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,10.0,21.0,43.0,
431,2014-01-12,Karnataka,Hubli,"Rani Chennamma Circle, Hubli",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,22.0,80.0,
679,2014-01-12,Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",2.0,5.0,38.0,
676,2014-01-12,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",11.0,22.0,45.0,
680,2014-01-12,Karnataka,Shimoga,"The VISL, Oxygen Plant, Shimoga",Karnataka State Pollution Control Board,Industrial Area,4.0,6.0,97.0,
675,2014-01-13,Karnataka,Ranebennur,"HPF Ltd., Water intake well, Ranebennur",Karnataka State Pollution Control Board,Industrial Area,4.0,6.0,77.0,
458,2014-01-13,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,19.0,25.0,
674,2014-01-13,Karnataka,Davangere,"Mothi Talkies P.B. Road, Devengere",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,9.0,190.0,
680,2014-01-13,Karnataka,Shimoga,"The VISL, Oxygen Plant, Shimoga",Karnataka State Pollution Control Board,Industrial Area,4.0,6.0,59.0,
328,2014-01-13,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,11.0,23.0,57.0,
679,2014-01-13,Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",3.0,6.0,41.0,
673,2014-01-13,Karnataka,Davangere,"KSPCB Office Premises, Devengere",Karnataka State Pollution Control Board,Industrial Area,4.0,8.0,66.0,
431,2014-01-13,Karnataka,Hubli,"Rani Chennamma Circle, Hubli",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,17.0,120.0,
676,2014-01-13,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",11.0,22.0,35.0,
432,2014-01-14,Karnataka,Dharwad,"Lakkamanahalli Industrial Area, Dharwar",Karnataka State Pollution Control Board,Industrial Area,5.0,16.0,117.0,
683,2014-01-14,Karnataka,Kolar,"KSPCB Office Premises, Kolar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,14.0,62.0,
460,2014-01-14,Karnataka,Belgaum,"Karnataka SPCB Office Building, Belgaum",Karnataka State Pollution Control Board,Industrial Area,2.0,7.0,63.0,
684,2014-01-15,Karnataka,Bidar,"KSPCB Office Premises, Bidar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",7.0,14.0,63.0,
488,2014-01-15,Karnataka,Mangalore,"Stides Premises, Baikampady Industrial Area, Mangalore",Karnataka State Pollution Control Board,Industrial Area,11.0,9.0,37.0,
679,2014-01-16,Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",2.0,5.0,19.0,
457,2014-01-16,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13.0,29.0,153.0,
680,2014-01-16,Karnataka,Shimoga,"The VISL, Oxygen Plant, Shimoga",Karnataka State Pollution Control Board,Industrial Area,6.0,9.0,34.0,
40,2014-01-16,Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg., Mysore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",11.0,23.0,59.0,
676,2014-01-16,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12.0,24.0,33.0,
404,2014-01-16,Karnataka,Bangalore,"KHB Industrial Area, Near R.R. Founders, Yelahanka, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13.0,29.0,84.0,
673,2014-01-16,Karnataka,Davangere,"KSPCB Office Premises, Devengere",Karnataka State Pollution Control Board,Industrial Area,4.0,7.0,88.0,
431,2014-01-16,Karnataka,Hubli,"Rani Chennamma Circle, Hubli",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,16.0,155.0,
432,2014-01-16,Karnataka,Dharwad,"Lakkamanahalli Industrial Area, Dharwar",Karnataka State Pollution Control Board,Industrial Area,4.0,15.0,120.0,
598,2014-01-16,Karnataka,Bangalore,"Department of Environmental Science, Jnanabharathi Campus, Bangalore University",Karnataka State Pollution Control Board,Sensitive Area,7.0,20.0,49.0,
78,2014-01-16,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13.0,30.0,164.0,
458,2014-01-17,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,19.0,24.0,
684,2014-01-17,Karnataka,Bidar,"KSPCB Office Premises, Bidar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,14.0,57.0,
488,2014-01-17,Karnataka,Mangalore,"Stides Premises, Baikampady Industrial Area, Mangalore",Karnataka State Pollution Control Board,Industrial Area,10.0,7.0,37.0,
683,2014-01-17,Karnataka,Kolar,"KSPCB Office Premises, Kolar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,10.0,99.0,
405,2014-01-17,Karnataka,Bangalore,"Peenya Industrial Area, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15.0,30.0,187.0,
328,2014-01-17,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,11.0,22.0,57.0,
685,2014-01-17,Karnataka,Tumkur,"Tumkur University, Tumkur",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",11.0,19.0,164.0,
674,2014-01-17,Karnataka,Davangere,"Mothi Talkies P.B. Road, Devengere",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,9.0,133.0,
459,2014-01-17,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,5.0,8.0,121.0,
77,2014-01-17,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,16.0,30.0,171.0,
460,2014-01-18,Karnataka,Belgaum,"Karnataka SPCB Office Building, Belgaum",Karnataka State Pollution Control Board,Industrial Area,2.0,10.0,62.0,
675,2014-01-18,Karnataka,Ranebennur,"HPF Ltd., Water intake well, Ranebennur",Karnataka State Pollution Control Board,Industrial Area,4.0,6.0,44.0,
40,2014-01-18,Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg., Mysore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",10.0,23.0,62.0,
679,2014-01-20,Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",3.0,5.0,21.0,
328,2014-01-20,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,12.0,22.0,61.0,
404,2014-01-20,Karnataka,Bangalore,"KHB Industrial Area, Near R.R. Founders, Yelahanka, Bangalore",Karnataka State Pollution Control Board,Industrial Area,14.0,29.0,71.0,
598,2014-01-20,Karnataka,Bangalore,"Department of Environmental Science, Jnanabharathi Campus, Bangalore University",Karnataka State Pollution Control Board,Sensitive Area,8.0,18.0,73.0,
676,2014-01-20,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12.0,24.0,48.0,
680,2014-01-20,Karnataka,Shimoga,"The VISL, Oxygen Plant, Shimoga",Karnataka State Pollution Control Board,Industrial Area,3.0,6.0,44.0,
673,2014-01-20,Karnataka,Davangere,"KSPCB Office Premises, Devengere",Karnataka State Pollution Control Board,Industrial Area,4.0,7.0,40.0,
406,2014-01-20,Karnataka,Bangalore,"Victoria Hospital, Bangalore",Karnataka State Pollution Control Board,Sensitive Area,11.0,29.0,186.0,
431,2014-01-20,Karnataka,Hubli,"Rani Chennamma Circle, Hubli",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,15.0,175.0,
78,2014-01-20,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15.0,30.0,215.0,
458,2014-01-20,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,19.0,23.0,
405,2014-01-20,Karnataka,Bangalore,"Peenya Industrial Area, Bangalore",Karnataka State Pollution Control Board,Industrial Area,14.0,30.0,100.0,
683,2014-01-21,Karnataka,Kolar,"KSPCB Office Premises, Kolar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,10.0,63.0,
459,2014-01-21,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,8.0,7.0,109.0,
488,2014-01-21,Karnataka,Mangalore,"Stides Premises, Baikampady Industrial Area, Mangalore",Karnataka State Pollution Control Board,Industrial Area,10.0,7.0,33.0,
674,2014-01-21,Karnataka,Davangere,"Mothi Talkies P.B. Road, Devengere",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,10.0,153.0,
684,2014-01-21,Karnataka,Bidar,"KSPCB Office Premises, Bidar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,13.0,59.0,
457,2014-01-21,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13.0,29.0,117.0,
432,2014-01-21,Karnataka,Dharwad,"Lakkamanahalli Industrial Area, Dharwar",Karnataka State Pollution Control Board,Industrial Area,4.0,16.0,96.0,
685,2014-01-21,Karnataka,Tumkur,"Tumkur University, Tumkur",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12.0,17.0,157.0,
40,2014-01-21,Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg., Mysore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12.0,23.0,63.0,
78,2014-01-22,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15.0,30.0,289.0,
675,2014-01-22,Karnataka,Ranebennur,"HPF Ltd., Water intake well, Ranebennur",Karnataka State Pollution Control Board,Industrial Area,3.0,6.0,53.0,
460,2014-01-22,Karnataka,Belgaum,"Karnataka SPCB Office Building, Belgaum",Karnataka State Pollution Control Board,Industrial Area,2.0,14.0,83.0,
405,2014-01-22,Karnataka,Bangalore,"Peenya Industrial Area, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15.0,30.0,111.0,
406,2014-01-22,Karnataka,Bangalore,"Victoria Hospital, Bangalore",Karnataka State Pollution Control Board,Sensitive Area,12.0,29.0,103.0,
673,2014-01-23,Karnataka,Davangere,"KSPCB Office Premises, Devengere",Karnataka State Pollution Control Board,Industrial Area,4.0,7.0,69.0,
684,2014-01-23,Karnataka,Bidar,"KSPCB Office Premises, Bidar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,15.0,63.0,
431,2014-01-23,Karnataka,Hubli,"Rani Chennamma Circle, Hubli",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,17.0,132.0,
680,2014-01-23,Karnataka,Shimoga,"The VISL, Oxygen Plant, Shimoga",Karnataka State Pollution Control Board,Industrial Area,3.0,7.0,57.0,
676,2014-01-23,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",9.0,22.0,47.0,
457,2014-01-23,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14.0,29.0,128.0,
404,2014-01-23,Karnataka,Bangalore,"KHB Industrial Area, Near R.R. Founders, Yelahanka, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15.0,30.0,92.0,
679,2014-01-23,Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",3.0,5.0,30.0,
328,2014-01-23,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,11.0,24.0,62.0,
683,2014-01-24,Karnataka,Kolar,"KSPCB Office Premises, Kolar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,10.0,64.0,
432,2014-01-24,Karnataka,Dharwad,"Lakkamanahalli Industrial Area, Dharwar",Karnataka State Pollution Control Board,Industrial Area,4.0,17.0,92.0,
405,2014-01-24,Karnataka,Bangalore,"Peenya Industrial Area, Bangalore",Karnataka State Pollution Control Board,Industrial Area,16.0,30.0,129.0,
406,2014-01-24,Karnataka,Bangalore,"Victoria Hospital, Bangalore",Karnataka State Pollution Control Board,Sensitive Area,12.0,29.0,137.0,
488,2014-01-24,Karnataka,Mangalore,"Stides Premises, Baikampady Industrial Area, Mangalore",Karnataka State Pollution Control Board,Industrial Area,9.0,7.0,30.0,
78,2014-01-24,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13.0,29.0,280.0,
458,2014-01-24,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,19.0,25.0,
40,2014-01-24,Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg., Mysore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12.0,24.0,60.0,
674,2014-01-24,Karnataka,Davangere,"Mothi Talkies P.B. Road, Devengere",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,9.0,196.0,
675,2014-01-25,Karnataka,Ranebennur,"HPF Ltd., Water intake well, Ranebennur",Karnataka State Pollution Control Board,Industrial Area,4.0,6.0,45.0,
685,2014-01-25,Karnataka,Tumkur,"Tumkur University, Tumkur",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12.0,17.0,150.0,
598,2014-01-25,Karnataka,Bangalore,"Department of Environmental Science, Jnanabharathi Campus, Bangalore University",Karnataka State Pollution Control Board,Sensitive Area,8.0,17.0,78.0,
460,2014-01-25,Karnataka,Belgaum,"Karnataka SPCB Office Building, Belgaum",Karnataka State Pollution Control Board,Industrial Area,2.0,10.0,72.0,
684,2014-01-27,Karnataka,Bidar,"KSPCB Office Premises, Bidar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,14.0,62.0,
431,2014-01-27,Karnataka,Hubli,"Rani Chennamma Circle, Hubli",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,17.0,155.0,
680,2014-01-27,Karnataka,Shimoga,"The VISL, Oxygen Plant, Shimoga",Karnataka State Pollution Control Board,Industrial Area,4.0,6.0,25.0,
673,2014-01-27,Karnataka,Davangere,"KSPCB Office Premises, Devengere",Karnataka State Pollution Control Board,Industrial Area,5.0,8.0,67.0,
328,2014-01-27,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,12.0,22.0,47.0,
78,2014-01-27,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13.0,30.0,195.0,
77,2014-01-27,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,11.0,28.0,129.0,
679,2014-01-27,Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",3.0,5.0,24.0,
457,2014-01-27,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15.0,29.0,106.0,
405,2014-01-27,Karnataka,Bangalore,"Peenya Industrial Area, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15.0,30.0,119.0,
459,2014-01-27,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,6.0,12.0,160.0,
404,2014-01-27,Karnataka,Bangalore,"KHB Industrial Area, Near R.R. Founders, Yelahanka, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15.0,29.0,89.0,
458,2014-01-27,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,18.0,23.0,
598,2014-01-28,Karnataka,Bangalore,"Department of Environmental Science, Jnanabharathi Campus, Bangalore University",Karnataka State Pollution Control Board,Sensitive Area,6.0,17.0,60.0,
432,2014-01-28,Karnataka,Dharwad,"Lakkamanahalli Industrial Area, Dharwar",Karnataka State Pollution Control Board,Industrial Area,4.0,16.0,72.0,
40,2014-01-28,Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg., Mysore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",11.0,22.0,54.0,
675,2014-01-28,Karnataka,Ranebennur,"HPF Ltd., Water intake well, Ranebennur",Karnataka State Pollution Control Board,Industrial Area,4.0,7.0,60.0,
488,2014-01-28,Karnataka,Mangalore,"Stides Premises, Baikampady Industrial Area, Mangalore",Karnataka State Pollution Control Board,Industrial Area,13.0,10.0,49.0,
674,2014-01-28,Karnataka,Davangere,"Mothi Talkies P.B. Road, Devengere",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",7.0,10.0,196.0,
406,2014-01-28,Karnataka,Bangalore,"Victoria Hospital, Bangalore",Karnataka State Pollution Control Board,Sensitive Area,12.0,28.0,149.0,
683,2014-01-28,Karnataka,Kolar,"KSPCB Office Premises, Kolar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,12.0,82.0,
328,2014-01-29,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,12.0,25.0,62.0,
77,2014-01-29,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15.0,30.0,144.0,
676,2014-01-29,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",10.0,22.0,52.0,
457,2014-01-29,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15.0,29.0,113.0,
405,2014-01-29,Karnataka,Bangalore,"Peenya Industrial Area, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13.0,29.0,144.0,
460,2014-01-29,Karnataka,Belgaum,"Karnataka SPCB Office Building, Belgaum",Karnataka State Pollution Control Board,Industrial Area,2.0,11.0,96.0,
78,2014-01-29,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",16.0,30.0,365.0,
685,2014-01-29,Karnataka,Tumkur,"Tumkur University, Tumkur",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12.0,17.0,146.0,
458,2014-01-29,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,19.0,26.0,
684,2014-01-30,Karnataka,Bidar,"KSPCB Office Premises, Bidar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,14.0,71.0,
404,2014-01-30,Karnataka,Bangalore,"KHB Industrial Area, Near R.R. Founders, Yelahanka, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13.0,29.0,147.0,
676,2014-01-30,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",11.0,22.0,46.0,
680,2014-01-30,Karnataka,Shimoga,"The VISL, Oxygen Plant, Shimoga",Karnataka State Pollution Control Board,Industrial Area,4.0,7.0,82.0,
406,2014-01-30,Karnataka,Bangalore,"Victoria Hospital, Bangalore",Karnataka State Pollution Control Board,Sensitive Area,13.0,30.0,58.0,
431,2014-01-30,Karnataka,Hubli,"Rani Chennamma Circle, Hubli",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,18.0,154.0,
679,2014-01-30,Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",2.0,5.0,33.0,
432,2014-01-30,Karnataka,Dharwad,"Lakkamanahalli Industrial Area, Dharwar",Karnataka State Pollution Control Board,Industrial Area,5.0,17.0,93.0,
673,2014-01-30,Karnataka,Davangere,"KSPCB Office Premises, Devengere",Karnataka State Pollution Control Board,Industrial Area,4.0,6.0,67.0,
40,2014-01-30,Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg., Mysore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13.0,24.0,66.0,
77,2014-01-30,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13.0,29.0,160.0,
674,2014-01-31,Karnataka,Davangere,"Mothi Talkies P.B. Road, Devengere",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",8.0,11.0,104.0,
598,2014-01-31,Karnataka,Bangalore,"Department of Environmental Science, Jnanabharathi Campus, Bangalore University",Karnataka State Pollution Control Board,Sensitive Area,5.0,23.0,59.0,
683,2014-01-31,Karnataka,Kolar,"KSPCB Office Premises, Kolar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,10.0,73.0,
405,2014-01-31,Karnataka,Bangalore,"Peenya Industrial Area, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15.0,30.0,145.0,
